actor,in_path,out_path,emotion,emotion_code,orig_sr,target_sr,dur_before_sec,dur_after_sec,peak_before,peak_after,trimmed,normalized_to_dbfs,error
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-03-02-02-01-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/happy/Actor_01/03-01-03-02-02-01-01.wav,happy,03,48000,16000,3.93725,1.845375,0.127471923828125,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-03-02-02-02-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/happy/Actor_01/03-01-03-02-02-02-01.wav,happy,03,48000,16000,3.9372708333333333,1.813375,0.1395263671875,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-04-01-01-01-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_01/03-01-04-01-01-01-01.wav,sad,04,48000,16000,3.8371666666666666,1.7066875,0.045623779296875,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-04-01-01-02-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_01/03-01-04-01-01-02-01.wav,sad,04,48000,16000,3.5702291666666666,1.472,0.041717529296875,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-04-01-02-01-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_01/03-01-04-01-02-01-01.wav,sad,04,48000,16000,3.5035,1.365375,0.03192138671875,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-04-01-02-02-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_01/03-01-04-01-02-02-01.wav,sad,04,48000,16000,3.370041666666667,1.3226875,0.037078857421875,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-04-02-01-01-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_01/03-01-04-02-01-01-01.wav,sad,04,48000,16000,3.8037916666666667,1.728,0.0447998046875,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-04-02-01-02-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_01/03-01-04-02-01-02-01.wav,sad,04,48000,16000,3.703708333333333,1.493375,0.10455322265625,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-04-02-02-01-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_01/03-01-04-02-02-01-01.wav,sad,04,48000,16000,3.7370833333333335,1.6426875,0.08233642578125,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-04-02-02-02-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_01/03-01-04-02-02-02-01.wav,sad,04,48000,16000,3.7370625,1.664,0.075103759765625,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-05-01-01-01-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-01-01-01-01.wav,angry,05,48000,16000,3.8705416666666665,1.7386875,0.18096923828125,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-05-01-01-02-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-01-01-02-01.wav,angry,05,48000,16000,3.9372708333333333,1.813375,0.134796142578125,0.7079458236694336,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-05-01-02-01-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-01-02-01-01.wav,angry,05,48000,16000,3.5035,1.429375,0.1102294921875,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-05-01-02-02-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-01-02-02-01.wav,angry,05,48000,16000,3.7370625,1.6426875,0.181427001953125,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-05-02-01-01-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-02-01-01-01.wav,angry,05,48000,16000,4.104104166666667,1.9306875,0.81768798828125,0.7079458236694336,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-05-02-01-02-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-02-01-02-01.wav,angry,05,48000,16000,4.371041666666667,2.048,0.56353759765625,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-05-02-02-01-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-02-02-01-01.wav,angry,05,48000,16000,4.137458333333333,1.952,0.602569580078125,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-05-02-02-02-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_01/03-01-05-02-02-02-01.wav,angry,05,48000,16000,4.437770833333333,2.272,0.998809814453125,0.7079458236694336,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-06-01-01-01-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_01/03-01-06-01-01-01-01.wav,fearful,06,48000,16000,3.6703333333333332,1.504,0.110260009765625,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-06-01-01-02-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_01/03-01-06-01-01-02-01.wav,fearful,06,48000,16000,3.636979166666667,1.557375,0.058624267578125,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-06-01-02-01-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_01/03-01-06-01-02-01-01.wav,fearful,06,48000,16000,3.4367708333333336,1.397375,0.064056396484375,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-06-01-02-02-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_01/03-01-06-01-02-02-01.wav,fearful,06,48000,16000,3.7036875,1.632,0.0611572265625,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-06-02-01-01-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_01/03-01-06-02-01-01-01.wav,fearful,06,48000,16000,5.005,2.6986875,0.334014892578125,0.7079457640647888,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-06-02-01-02-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_01/03-01-06-02-01-02-01.wav,fearful,06,48000,16000,4.2375625,1.984,0.512725830078125,0.7079458236694336,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-06-02-02-01-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_01/03-01-06-02-02-01-01.wav,fearful,06,48000,16000,3.970625,1.7066875,0.589111328125,0.7079458236694336,True,-3.0,
Actor_01,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_01/03-01-06-02-02-02-01.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_01/03-01-06-02-02-02-01.wav,fearful,06,48000,16000,3.9039166666666665,1.7066875,0.498748779296875,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-01-01-01-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/neutral/Actor_02/03-01-01-01-01-01-02.wav,neutral,01,48000,16000,3.6369583333333333,1.493375,0.0771484375,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-01-01-01-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/neutral/Actor_02/03-01-01-01-01-02-02.wav,neutral,01,48000,16000,3.6036041666666665,1.504,0.064117431640625,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-01-01-02-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/neutral/Actor_02/03-01-01-01-02-01-02.wav,neutral,01,48000,16000,3.7704166666666667,1.5786875,0.110382080078125,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-01-01-02-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/neutral/Actor_02/03-01-01-01-02-02-02.wav,neutral,01,48000,16000,3.6035833333333334,1.4186875,0.09002685546875,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-03-01-01-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/happy/Actor_02/03-01-03-01-01-01-02.wav,happy,03,48000,16000,3.6036041666666665,1.472,0.173126220703125,0.7079458236694336,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-03-01-01-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/happy/Actor_02/03-01-03-01-01-02-02.wav,happy,03,48000,16000,3.7036875,1.5786875,0.143035888671875,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-03-01-02-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/happy/Actor_02/03-01-03-01-02-01-02.wav,happy,03,48000,16000,3.7704375,1.653375,0.144500732421875,0.7079458236694336,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-03-01-02-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/happy/Actor_02/03-01-03-01-02-02-02.wav,happy,03,48000,16000,3.7370833333333335,1.6426875,0.128326416015625,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-03-02-01-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/happy/Actor_02/03-01-03-02-01-01-02.wav,happy,03,48000,16000,3.703708333333333,1.4506875,0.443450927734375,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-03-02-01-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/happy/Actor_02/03-01-03-02-01-02-02.wav,happy,03,48000,16000,3.6703333333333332,1.493375,0.484771728515625,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-03-02-02-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/happy/Actor_02/03-01-03-02-02-01-02.wav,happy,03,48000,16000,3.703708333333333,1.589375,0.281463623046875,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-03-02-02-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/happy/Actor_02/03-01-03-02-02-02-02.wav,happy,03,48000,16000,3.8705208333333334,1.7706875,0.30291748046875,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-04-01-01-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_02/03-01-04-01-01-01-02.wav,sad,04,48000,16000,3.8371666666666666,1.749375,0.042877197265625,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-04-01-01-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_02/03-01-04-01-01-02-02.wav,sad,04,48000,16000,3.7704375,1.6,0.076507568359375,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-04-01-02-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_02/03-01-04-01-02-01-02.wav,sad,04,48000,16000,3.7370625,1.6,0.071746826171875,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-04-01-02-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_02/03-01-04-01-02-02-02.wav,sad,04,48000,16000,3.7704375,1.717375,0.070220947265625,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-04-02-01-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_02/03-01-04-02-01-01-02.wav,sad,04,48000,16000,3.7370833333333335,1.493375,0.083709716796875,0.7079458236694336,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-04-02-01-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_02/03-01-04-02-01-02-02.wav,sad,04,48000,16000,3.7704166666666667,1.749375,0.055328369140625,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-04-02-02-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_02/03-01-04-02-02-01-02.wav,sad,04,48000,16000,3.7036875,1.6106875,0.0626220703125,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-04-02-02-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/sad/Actor_02/03-01-04-02-02-02-02.wav,sad,04,48000,16000,3.6703333333333332,1.557375,0.0599365234375,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-05-01-01-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-01-01-02.wav,angry,05,48000,16000,3.6703333333333332,1.5146875,0.15972900390625,0.7079458236694336,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-05-01-01-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-01-02-02.wav,angry,05,48000,16000,3.6703333333333332,1.5146875,0.16412353515625,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-05-01-02-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-02-01-02.wav,angry,05,48000,16000,3.7704166666666667,1.664,0.14898681640625,0.7079458236694336,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-05-01-02-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-01-02-02-02.wav,angry,05,48000,16000,3.8037916666666667,1.6426875,0.16748046875,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-05-02-01-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-01-01-02.wav,angry,05,48000,16000,3.9039166666666665,1.76,0.47735595703125,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-05-02-01-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-01-02-02.wav,angry,05,48000,16000,4.004,1.8666875,0.382171630859375,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-05-02-02-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-02-01-02.wav,angry,05,48000,16000,4.004,1.8026875,0.998809814453125,0.7079458236694336,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-05-02-02-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/angry/Actor_02/03-01-05-02-02-02-02.wav,angry,05,48000,16000,4.004,1.888,0.637451171875,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-06-01-01-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_02/03-01-06-01-01-01-02.wav,fearful,06,48000,16000,3.636979166666667,1.568,0.1336669921875,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-06-01-01-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_02/03-01-06-01-01-02-02.wav,fearful,06,48000,16000,3.7370625,1.557375,0.122802734375,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-06-01-02-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_02/03-01-06-01-02-01-02.wav,fearful,06,48000,16000,3.6703333333333332,1.589375,0.147796630859375,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-06-01-02-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_02/03-01-06-01-02-02-02.wav,fearful,06,48000,16000,3.7370625,1.664,0.138946533203125,0.7079457640647888,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-06-02-01-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_02/03-01-06-02-01-01-02.wav,fearful,06,48000,16000,3.8037916666666667,1.504,0.28021240234375,0.7079458236694336,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-06-02-01-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_02/03-01-06-02-01-02-02.wav,fearful,06,48000,16000,3.636979166666667,1.408,0.299652099609375,0.7079458236694336,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-06-02-02-01-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_02/03-01-06-02-02-01-02.wav,fearful,06,48000,16000,3.6036041666666665,1.44,0.385009765625,0.7079458236694336,True,-3.0,
Actor_02,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_02/03-01-06-02-02-02-02.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/fearful/Actor_02/03-01-06-02-02-02-02.wav,fearful,06,48000,16000,3.6036041666666665,1.4506875,0.33526611328125,0.7079458236694336,True,-3.0,
Actor_03,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_03/03-01-01-01-01-01-03.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/neutral/Actor_03/03-01-01-01-01-01-03.wav,neutral,01,48000,16000,3.4367708333333336,1.344,0.067779541015625,0.7079457640647888,True,-3.0,
Actor_03,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_03/03-01-01-01-01-02-03.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/neutral/Actor_03/03-01-01-01-01-02-03.wav,neutral,01,48000,16000,3.5035,1.4506875,0.06500244140625,0.7079457640647888,True,-3.0,
Actor_03,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_03/03-01-01-01-02-01-03.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/neutral/Actor_03/03-01-01-01-02-01-03.wav,neutral,01,48000,16000,3.5035,1.525375,0.064453125,0.7079457640647888,True,-3.0,
Actor_03,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_03/03-01-01-01-02-02-03.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/neutral/Actor_03/03-01-01-01-02-02-03.wav,neutral,01,48000,16000,3.4701458333333335,1.397375,0.090240478515625,0.7079457640647888,True,-3.0,
Actor_03,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_03/03-01-03-01-01-01-03.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/happy/Actor_03/03-01-03-01-01-01-03.wav,happy,03,48000,16000,3.7704166666666667,1.749375,0.10003662109375,0.7079457640647888,True,-3.0,
Actor_03,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_03/03-01-03-01-01-02-03.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/happy/Actor_03/03-01-03-01-01-02-03.wav,happy,03,48000,16000,3.6035833333333334,1.685375,0.148193359375,0.7079457640647888,True,-3.0,
Actor_03,/Users/nishchalpokhrel/Documents/project/thesis_code/data/raw/RAVDESS/Actor_03/03-01-03-01-02-01-03.wav,/Users/nishchalpokhrel/Documents/project/thesis_code/data/processed/happy/Actor_03/03-01-03-01-02-01-03.wav,happy,03,48000,16000,3.5035,1.568,0.148468017578125,0.7079457640647888,True,-3.0,
